split_idx,n_splits,n_test,accuracy,f1_macro,mean_regret,zero_regret_rate,within_1pp_rate,within_5pp_rate,target_scenario,feature_set,variant,shuffle_id
36,5,24,0.7083333333333334,0.4666666666666666,0.0008725442301210744,0.7916666666666666,1.0,1.0,simple3_available,semantic_tags_fixed_vocab,real,
37,5,23,0.6086956521739131,0.3142857142857143,0.047446013630935854,0.6086956521739131,0.6956521739130435,0.8260869565217391,simple3_available,semantic_tags_fixed_vocab,real,
38,5,23,0.6956521739130435,0.35360360360360366,0.018067457224358062,0.7391304347826086,0.8260869565217391,0.8695652173913043,simple3_available,semantic_tags_fixed_vocab,real,
39,5,23,0.7391304347826086,0.47450980392156855,0.009870969311609124,0.7391304347826086,0.8695652173913043,0.9130434782608695,simple3_available,semantic_tags_fixed_vocab,real,
40,5,23,0.6521739130434783,0.4166666666666667,0.011551657117546596,0.6956521739130435,0.782608695652174,0.9130434782608695,simple3_available,semantic_tags_fixed_vocab,real,
41,5,24,0.7083333333333334,0.41841841841841837,0.030398943215420877,0.7083333333333334,0.7916666666666666,0.8333333333333334,simple3_available,semantic_tags_fixed_vocab,real,
42,5,23,0.7391304347826086,0.4563279857397504,0.01162152779436523,0.8260869565217391,0.8695652173913043,0.9130434782608695,simple3_available,semantic_tags_fixed_vocab,real,
43,5,23,0.6956521739130435,0.46319272125723737,0.009705124071560342,0.6956521739130435,0.9130434782608695,0.9130434782608695,simple3_available,semantic_tags_fixed_vocab,real,
44,5,23,0.7391304347826086,0.4444444444444445,0.021262505404041426,0.782608695652174,0.8695652173913043,0.9565217391304348,simple3_available,semantic_tags_fixed_vocab,real,
45,5,23,0.6086956521739131,0.39057239057239057,0.006710500106027898,0.6521739130434783,0.782608695652174,0.9565217391304348,simple3_available,semantic_tags_fixed_vocab,real,
46,5,24,0.75,0.4777777777777778,0.006617203389610397,0.7916666666666666,0.9166666666666666,0.9583333333333334,simple3_available,semantic_tags_fixed_vocab,real,
47,5,23,0.6521739130434783,0.4038461538461539,0.016141071375194542,0.6956521739130435,0.7391304347826086,0.8695652173913043,simple3_available,semantic_tags_fixed_vocab,real,
48,5,23,0.6521739130434783,0.3333333333333333,0.03256200700671126,0.6521739130434783,0.782608695652174,0.8260869565217391,simple3_available,semantic_tags_fixed_vocab,real,
49,5,23,0.6956521739130435,0.46319272125723737,0.03201236876258799,0.6956521739130435,0.782608695652174,0.8695652173913043,simple3_available,semantic_tags_fixed_vocab,real,
