did,DecisionTree,SVM,KNN,LogisticRegression,Perceptron,MLP,best_classifier,best_accuracy
826,0.6527886056971515,0.6285007496251873,0.6094152923538231,0.5780509745127437,0.5120389805097452,0.675352323838081,MLP,0.675352323838081
1510,0.9104021114733737,0.9666200900481291,0.9630957925787922,0.9736686849868033,0.9454898307716194,0.9683900015525537,LogisticRegression,0.9736686849868033
947,0.9606338481338481,0.9749517374517375,0.9767374517374516,0.9749517374517375,0.9749517374517375,0.9785231660231659,MLP,0.9785231660231659
949,0.8336550836550837,0.8693854568854569,0.8479407979407979,0.8586711711711713,0.811969111969112,0.8675997425997425,SVM,0.8693854568854569
1137,0.9560133444537116,,,0.979833194328607,0.9798498748957465,,Perceptron,0.9798498748957465
1165,0.9427964661909616,,,0.9741930003397894,0.972375127420999,,LogisticRegression,0.9741930003397894
46879,0.437037037037037,0.4185185185185185,0.46111111111111114,0.337037037037037,0.3111111111111111,0.37222222222222223,KNN,0.46111111111111114
1467,0.8814814814814815,0.9148148148148147,0.9055555555555556,0.9018518518518519,0.9,0.8925925925925926,SVM,0.9148148148148147
954,0.9435020278610475,0.898289543290425,0.9416328689825427,0.9774113912890142,0.8926115323576088,0.943519661435373,LogisticRegression,0.9774113912890142
45717,0.5830188679245283,0.6735849056603773,0.6150943396226415,0.6622641509433962,0.6018867924528302,0.6320754716981132,SVM,0.6735849056603773
41701,0.44212039532794245,0.5730817610062893,0.49335130278526507,0.4877088948787061,0.4152920035938904,0.5123090745732255,SVM,0.5730817610062893
940,0.9125426774483378,0.8481940700808626,0.853854447439353,0.9051572327044024,0.8481401617250673,0.8615094339622642,DecisionTree,0.9125426774483378
1063,0.819981684981685,0.8276007326007326,0.8352380952380953,0.8352930402930403,0.8123626373626374,0.8333516483516483,LogisticRegression,0.8352930402930403
46869,0.9673076923076922,0.9615384615384615,0.9153846153846154,0.9288461538461539,0.8634615384615385,0.9692307692307691,MLP,0.9692307692307691
40690,0.9883114410812869,0.9941366837997336,0.9413668379973348,0.8144298496097468,0.7675042832667047,0.9765848086807539,SVM,0.9941366837997336
717,0.8346922927586876,0.8562415065035915,0.8523587652882936,0.8917297612114152,0.8343234323432343,0.8404969908755581,LogisticRegression,0.8917297612114152
825,0.8042516016307513,0.5592894583576005,0.8636769559308872,0.8695593088720637,0.48427489807804314,0.7488837119006019,LogisticRegression,0.8695593088720637
853,0.8142496602601437,0.8556202679091438,0.8438361483207144,0.8615608619685498,0.8338575033973985,0.8754222481071636,MLP,0.8754222481071636
779,0.8300000000000001,0.6659999999999999,0.634,0.644,0.612,0.646,DecisionTree,0.8300000000000001
886,0.618,0.558,0.604,0.576,0.53,0.646,MLP,0.646
40496,0.702,0.718,0.7,0.73,0.654,0.712,LogisticRegression,0.73
451,0.976,0.924,0.932,0.766,0.702,0.976,DecisionTree,0.976
987,1.0,0.962,0.8920000000000001,0.984,0.9259999999999999,0.952,DecisionTree,1.0
47048,0.742,0.874,0.852,0.874,0.6960000000000001,0.8620000000000001,SVM,0.874
750,0.556,0.506,0.558,0.496,0.5,0.582,MLP,0.582
43327,0.05,0.05,0.05,0.05,0.05,0.05,DecisionTree,0.05
1153,0.8988402061855669,,,0.9318084192439862,0.9400987972508592,,Perceptron,0.9400987972508592
1100,0.4789473684210527,0.5167324561403509,0.5417324561403509,0.5376535087719299,0.45375,0.5229605263157895,KNN,0.5417324561403509
