did,Dataset,domain,Classifier,acc_mean,acc_stddev,train_time,test_time,acc_fold1,acc_fold2,acc_fold3,acc_fold4,acc_fold5
37,diabetes,health,DecisionTree,0.7017485782191665,0.0410785012659494,0.2085340023040771,0.0752861499786377,0.7272727272727273,0.7272727272727273,0.7077922077922078,0.7254901960784313,0.6209150326797386
37,diabetes,health,SVM,0.7629997453526866,0.0143320018523926,0.2488360404968261,0.147221565246582,0.7467532467532467,0.7857142857142857,0.7727272727272727,0.7516339869281046,0.7581699346405228
37,diabetes,health,KNN,0.7278244631185808,0.0195959523159085,0.1625771522521972,0.1329262256622314,0.7597402597402597,0.7337662337662337,0.7207792207792207,0.7254901960784313,0.6993464052287581
37,diabetes,health,LogisticRegression,0.7746965452847806,0.0146982856786156,0.2506787776947021,0.0853760242462158,0.7792207792207793,0.7922077922077922,0.7857142857142857,0.7647058823529411,0.7516339869281046
37,diabetes,health,Perceptron,0.7162380103556574,0.0795149346882733,0.1691441535949707,0.0828883647918701,0.7467532467532467,0.7727272727272727,0.5584415584415584,0.7450980392156863,0.7581699346405228
37,diabetes,health,MLP,0.7617180205415499,0.0134140197490485,14.245033740997314,0.0614748001098632,0.7467532467532467,0.7727272727272727,0.7662337662337663,0.7777777777777778,0.7450980392156863
46601,Cirrhosis_Patient_Survival_Prediction,health,DecisionTree,0.6269936890418818,0.0766900900941903,0.4449267387390136,0.1839680671691894,0.6547619047619048,0.6428571428571429,0.5,0.7349397590361446,0.6024096385542169
46601,Cirrhosis_Patient_Survival_Prediction,health,SVM,0.7296041308089501,0.0448319461460039,0.4765434265136719,0.2257153987884521,0.7976190476190477,0.6904761904761905,0.7261904761904762,0.7590361445783133,0.6746987951807228
46601,Cirrhosis_Patient_Survival_Prediction,health,KNN,0.6626219162363741,0.0591120625500414,0.3720376491546631,1.0226318836212158,0.75,0.6428571428571429,0.6190476190476191,0.7108433734939759,0.5903614457831325
46601,Cirrhosis_Patient_Survival_Prediction,health,LogisticRegression,0.7222891566265061,0.045715123106704,1.695293426513672,0.1869630813598632,0.7738095238095238,0.75,0.7261904761904762,0.7228915662650602,0.6385542168674698
46601,Cirrhosis_Patient_Survival_Prediction,health,Perceptron,0.5855421686746988,0.117639635747949,0.3944892883300781,0.2042288780212402,0.5833333333333334,0.6904761904761905,0.7261904761904762,0.5301204819277109,0.3975903614457831
46601,Cirrhosis_Patient_Survival_Prediction,health,MLP,0.6720596672403902,0.0723444929312944,23.84990358352661,0.2035512924194336,0.6904761904761905,0.6547619047619048,0.75,0.7228915662650602,0.5421686746987951
46733,diabetes_risk_prediction_dataset,health,DecisionTree,0.9673076923076922,0.0156231507781461,0.396493911743164,0.178079605102539,0.9615384615384616,0.9807692307692308,0.9903846153846154,0.9519230769230768,0.9519230769230768
46733,diabetes_risk_prediction_dataset,health,SVM,0.9615384615384616,0.0086002614519222,0.4271059036254883,0.1757652759552002,0.9519230769230768,0.9615384615384616,0.971153846153846,0.971153846153846,0.9519230769230768
46733,diabetes_risk_prediction_dataset,health,KNN,0.9153846153846154,0.0222612248130581,0.3560190200805664,0.7017934322357178,0.8942307692307693,0.903846153846154,0.9423076923076924,0.8942307692307693,0.9423076923076924
46733,diabetes_risk_prediction_dataset,health,LogisticRegression,0.928846153846154,0.0098058067569092,0.4628505706787109,0.1702394485473632,0.9326923076923076,0.9230769230769232,0.9423076923076924,0.9326923076923076,0.9134615384615384
46733,diabetes_risk_prediction_dataset,health,Perceptron,0.8634615384615385,0.0904868488924506,0.4077491760253906,0.1704626083374023,0.903846153846154,0.9134615384615384,0.9134615384615384,0.903846153846154,0.6826923076923077
46733,diabetes_risk_prediction_dataset,health,MLP,0.9692307692307692,0.0112133690285486,12.540911436080933,0.1958889961242675,0.9519230769230768,0.971153846153846,0.9807692307692308,0.9807692307692308,0.9615384615384616
46600,maternal_health_risk,health,DecisionTree,0.8481636833634102,0.0301286308580617,0.1593320369720459,0.0711362361907959,0.8669950738916257,0.8620689655172413,0.8177339901477833,0.8078817733990148,0.8861386138613861
46600,maternal_health_risk,health,SVM,0.4092766912159196,0.0090752828495499,0.463447093963623,0.2717947959899902,0.3990147783251231,0.4039408866995074,0.4236453201970443,0.4039408866995074,0.4158415841584158
46600,maternal_health_risk,health,KNN,0.6853826269326441,0.0254750188510063,0.1526980400085449,0.0965678691864013,0.7192118226600985,0.7044334975369458,0.6896551724137931,0.6502463054187192,0.6633663366336634
46600,maternal_health_risk,health,LogisticRegression,0.6173389260108277,0.0311597570975601,4.469446420669556,0.0887341499328613,0.6354679802955665,0.6551724137931034,0.5665024630541872,0.6305418719211823,0.599009900990099
46600,maternal_health_risk,health,Perceptron,0.3884407159927815,0.0814104880973801,0.1973116397857666,0.0815663337707519,0.3645320197044335,0.4975369458128079,0.458128078817734,0.354679802955665,0.2673267326732673
46600,maternal_health_risk,health,MLP,0.537501829000634,0.0331112443102394,5.701636552810669,0.0852534770965576,0.5763546798029556,0.541871921182266,0.4827586206896552,0.5221674876847291,0.5643564356435643
46602,Predicting_Risk_Factors_of_Chronic_Kidney_Disease,health,DecisionTree,1.0,0.0,0.4037487506866455,0.1732289791107177,1.0,1.0,1.0,1.0,1.0
46602,Predicting_Risk_Factors_of_Chronic_Kidney_Disease,health,SVM,1.0,0.0,0.4173581600189209,0.1639308929443359,1.0,1.0,1.0,1.0,1.0
46602,Predicting_Risk_Factors_of_Chronic_Kidney_Disease,health,KNN,0.97,0.01,0.3720815181732178,0.4703476428985595,0.975,0.975,0.975,0.975,0.95
46602,Predicting_Risk_Factors_of_Chronic_Kidney_Disease,health,LogisticRegression,1.0,0.0,0.409325361251831,0.1354627609252929,1.0,1.0,1.0,1.0,1.0
46602,Predicting_Risk_Factors_of_Chronic_Kidney_Disease,health,Perceptron,0.995,0.01,0.2314999103546142,0.0884010791778564,1.0,0.975,1.0,1.0,1.0
46602,Predicting_Risk_Factors_of_Chronic_Kidney_Disease,health,MLP,1.0,0.0,1.5406301021575928,0.06361985206604,1.0,1.0,1.0,1.0,1.0
42178,telco-customer-churn,social,DecisionTree,0.6886240644557713,0.0110233513407563,0.824268102645874,0.1592051982879638,0.6997870830376153,0.6863023420865862,0.7004968062455642,0.6704545454545454,0.6860795454545454
42178,telco-customer-churn,social,SVM,0.7941184713529905,0.0117163646288704,4.612890720367432,2.1791646480560303,0.8076650106458482,0.7920511000709723,0.8062455642299503,0.7762784090909091,0.7883522727272727
42178,telco-customer-churn,social,KNN,0.7359042317246274,0.0126040490125204,1.040274143218994,0.35369873046875,0.7480482611781405,0.7366926898509581,0.7494677075940384,0.7151988636363636,0.7301136363636364
42178,telco-customer-churn,social,LogisticRegression,0.8046264073488612,0.0109862976403649,0.7300469875335693,0.149742841720581,0.8105039034776437,0.7963094393186657,0.8232789212207239,0.7933238636363636,0.7997159090909091
42178,telco-customer-churn,social,Perceptron,0.7469829706755274,0.0266697046462642,0.7097220420837402,0.1583743095397949,0.7814052519517388,0.6997870830376153,0.758694109297374,0.7492897727272727,0.7457386363636364
42178,telco-customer-churn,social,MLP,0.7593315496161044,0.0161029695769547,40.32035708427429,0.1330189704895019,0.7785663591199432,0.7480482611781405,0.7792760823278921,0.7478693181818182,0.7428977272727273
44226,NewspaperChurn,social,DecisionTree,0.7295490381583096,0.0243668647598944,1.68174409866333,0.3141515254974365,0.7559129612109745,0.7562283191422264,0.7114474929044465,0.7297382529170608,0.6944181646168401
44226,NewspaperChurn,social,LogisticRegression,0.8143803216650898,0.0022967065854346,1.6049680709838867,0.2535426616668701,0.8164616840113529,0.8139388205613372,0.8111005991800694,0.8129927467675812,0.8174077578051088
44226,NewspaperChurn,social,Perceptron,0.6556922106590981,0.2248878767056678,1.1972754001617432,0.2525656223297119,0.8120466729738253,0.8095238095238095,0.2333648691264585,0.6114790286975718,0.8120466729738253
46652,news_channel,text,DecisionTree,0.3362739006630855,0.0142788080558802,2.5080373287200928,0.1728684902191162,0.3463150110919398,0.323145181168351,0.3421247227015035,0.353709637663298,0.3160749506903353
46652,news_channel,text,LogisticRegression,0.4647008555111359,0.0074596969168227,17.047889947891235,0.257056713104248,0.4599457727384767,0.4769534138526004,0.4601922602908553,0.4695587872812423,0.4568540433925049
46652,news_channel,text,Perceptron,0.3302616341395469,0.0407453579447211,1.390267848968506,0.2161314487457275,0.353709637663298,0.25264974118807,0.3615972393394133,0.3261030317968942,0.3572485207100592
1128,OVA_Breast,biology,SVM,0.9676375404530744,0.0081871266282676,102.38136315345764,15.436604738235474,0.9676375404530744,0.9805825242718448,0.9676375404530744,0.9676375404530744,0.9546925566343042
1128,OVA_Breast,biology,KNN,0.9352750809061486,0.0045767429203012,19.94591403007508,2.383882522583008,0.941747572815534,0.9352750809061487,0.9385113268608414,0.9288025889967636,0.9320388349514565
1128,OVA_Breast,biology,MLP,0.9689320388349516,0.0105563148416182,1965.892133235932,1.2206535339355469,0.9676375404530744,0.9870550161812298,0.970873786407767,0.9546925566343042,0.964401294498382
1130,OVA_Lung,biology,SVM,0.973462783171521,0.0114692848845756,63.69383907318115,10.361865997314451,0.9838187702265372,0.970873786407767,0.970873786407767,0.9870550161812298,0.9546925566343042
1130,OVA_Lung,biology,KNN,0.9676375404530744,0.0064724919093851,29.37178134918213,2.8874993324279785,0.964401294498382,0.970873786407767,0.9676375404530744,0.9773462783171522,0.9579288025889968
1130,OVA_Lung,biology,MLP,0.9792880258899676,0.0088273020692464,474.8696613311768,0.7631266117095947,0.9773462783171522,0.9935275080906149,0.9741100323624596,0.9838187702265372,0.9676375404530744
1134,OVA_Kidney,biology,SVM,0.9831715210355988,0.0069107302602144,44.20602369308472,6.916263818740845,0.970873786407767,0.9805825242718448,0.9902912621359224,0.9870550161812298,0.9870550161812298
1134,OVA_Kidney,biology,KNN,0.9799352750809062,0.0055678480692832,27.2054660320282,2.914949417114258,0.970873786407767,0.9773462783171522,0.9805825242718448,0.9870550161812298,0.9838187702265372
1134,OVA_Kidney,biology,MLP,0.9566343042071198,0.0625726293261201,380.7821667194367,0.8251149654388428,0.9902912621359224,0.8317152103559871,0.9935275080906149,0.9838187702265372,0.9838187702265372
1145,AP_Breast_Colon,biology,SVM,0.9492063492063492,0.0210579351768596,14.5068621635437,2.465996026992798,0.9126984126984128,0.9761904761904762,0.9523809523809524,0.9444444444444444,0.9603174603174603
1145,AP_Breast_Colon,biology,KNN,0.9301587301587302,0.0302837841719665,5.391283273696899,0.6441664695739746,0.9126984126984128,0.9603174603174603,0.8809523809523809,0.9365079365079364,0.9603174603174603
1145,AP_Breast_Colon,biology,MLP,0.8666666666666666,0.2073480100674022,180.8190038204193,0.3900337219238281,0.9761904761904762,0.9761904761904762,0.4523809523809524,0.9761904761904762,0.9523809523809524
1158,AP_Breast_Kidney,biology,SVM,0.9652479338842974,0.0095956783979958,12.360743522644045,1.7732350826263428,0.9586776859504132,0.975206611570248,0.9669421487603306,0.950413223140496,0.975
1158,AP_Breast_Kidney,biology,KNN,0.970206611570248,0.0098970177141351,5.186971187591553,0.6037726402282715,0.9586776859504132,0.9834710743801652,0.975206611570248,0.9586776859504132,0.975
1158,AP_Breast_Kidney,biology,MLP,0.9768319559228648,0.0142060108602153,188.1979002952576,0.3847320079803467,0.975206611570248,0.9834710743801652,0.9917355371900828,0.950413223140496,0.9833333333333332
1137,AP_Colon_Kidney,biology,SVM,0.9725271059216012,0.0116051202324738,9.858016967773438,1.348665714263916,0.9727272727272728,0.9724770642201837,0.9908256880733946,0.9724770642201837,0.9541284403669724
1137,AP_Colon_Kidney,biology,KNN,0.9743619683069225,0.0106908772558905,4.365620136260986,0.5453977584838867,0.9727272727272728,0.981651376146789,0.9908256880733946,0.963302752293578,0.963302752293578
1137,AP_Colon_Kidney,biology,MLP,0.9761801501251044,0.0110260441425754,71.74870824813843,0.4370429515838623,0.9818181818181818,0.981651376146789,0.981651376146789,0.981651376146789,0.9541284403669724
1165,AP_Breast_Ovary,biology,SVM,0.9502038735983692,0.0124718654337511,13.524322509765623,2.420004606246948,0.944954128440367,0.944954128440367,0.9722222222222222,0.9537037037037036,0.9351851851851852
1165,AP_Breast_Ovary,biology,KNN,0.9115188583078492,0.033016290848653,4.685134410858154,0.6285114288330078,0.8532110091743119,0.926605504587156,0.9166666666666666,0.9537037037037036,0.9074074074074074
1165,AP_Breast_Ovary,biology,MLP,0.9741590214067278,0.0107550703776272,166.45555353164673,0.4028642177581787,0.963302752293578,0.9908256880733946,0.9722222222222222,0.9629629629629628,0.9814814814814816
1150,AP_Breast_Lung,biology,SVM,0.9340425531914892,0.0206284249251758,10.34974479675293,1.912566900253296,0.9148936170212766,0.925531914893617,0.946808510638298,0.9148936170212766,0.9680851063829788
1150,AP_Breast_Lung,biology,KNN,0.9148936170212766,0.0116536714362801,3.752521514892578,0.5911669731140137,0.9148936170212766,0.9042553191489362,0.9361702127659576,0.9042553191489362,0.9148936170212766
1150,AP_Breast_Lung,biology,MLP,0.9574468085106383,0.0116536714362801,127.42178058624268,0.3862040042877197,0.946808510638298,0.946808510638298,0.9787234042553192,0.9574468085106383,0.9574468085106383
1148,AP_Breast_Uterus,biology,SVM,0.9530313429421184,0.0144018432189474,9.73504877090454,1.4954640865325928,0.9361702127659576,0.946808510638298,0.9574468085106383,0.978494623655914,0.946236559139785
1148,AP_Breast_Uterus,biology,KNN,0.9573095401509952,0.0133852097339573,4.087585210800171,0.5154287815093994,0.9574468085106383,0.9361702127659576,0.9574468085106383,0.978494623655914,0.956989247311828
1148,AP_Breast_Uterus,biology,MLP,0.9572409059711736,0.0118433244255994,206.2595055103302,0.3350286483764648,0.9574468085106383,0.9574468085106383,0.9680851063829788,0.935483870967742,0.967741935483871
1149,AP_Ovary_Kidney,biology,SVM,0.962828475871954,0.0297754519159452,8.63009238243103,1.359196662902832,0.9891304347826086,1.0,0.9239130434782608,0.967032967032967,0.934065934065934
1149,AP_Ovary_Kidney,biology,KNN,0.949665551839465,0.0283216579215245,3.699872732162476,0.4632332324981689,0.9891304347826086,0.9782608695652174,0.9347826086956522,0.9230769230769232,0.9230769230769232
1149,AP_Ovary_Kidney,biology,MLP,0.9781414237935976,0.0154232198980463,59.9221396446228,0.3165216445922851,1.0,0.9891304347826086,0.9565217391304348,0.967032967032967,0.978021978021978
1127,AP_Breast_Omentum,biology,SVM,0.9643697478991596,0.0249722048092006,8.568118810653687,1.479898452758789,0.9647058823529412,0.9761904761904762,0.9761904761904762,0.9166666666666666,0.988095238095238
1127,AP_Breast_Omentum,biology,KNN,0.9430532212885154,0.0202332435811757,3.109687805175781,0.4739186763763428,0.9176470588235294,0.9404761904761904,0.9761904761904762,0.9285714285714286,0.9523809523809524
1127,AP_Breast_Omentum,biology,MLP,0.9571988795518208,0.0267662559080472,194.25054931640625,0.3000807762145996,0.976470588235294,0.9642857142857144,0.9761904761904762,0.9047619047619048,0.9642857142857144
1122,AP_Breast_Prostate,biology,SVM,0.9879518072289156,0.0152398923381608,6.635260581970215,1.0657508373260498,1.0,0.9759036144578314,0.963855421686747,1.0,1.0
1122,AP_Breast_Prostate,biology,KNN,0.9903320599471056,0.014055648092608,3.5354979038238525,0.5136995315551758,1.0,1.0,0.963855421686747,0.9878048780487804,1.0
1122,AP_Breast_Prostate,biology,MLP,0.9878930355568616,0.0131983301982942,43.74495387077332,0.3546998500823974,1.0,1.0,0.963855421686747,0.9878048780487804,0.9878048780487804
1126,AP_Colon_Lung,biology,SVM,0.9490449603291214,0.0090054043992403,7.447576999664307,1.1745617389678955,0.9518072289156626,0.9397590361445785,0.9634146341463414,0.9390243902439024,0.951219512195122
1126,AP_Colon_Lung,biology,KNN,0.9005877167205407,0.036136287211828,2.966273546218872,0.4479842185974121,0.891566265060241,0.8674698795180723,0.9146341463414634,0.8658536585365854,0.9634146341463414
1126,AP_Colon_Lung,biology,MLP,0.9587716720540698,0.0145189822223028,77.62867164611816,0.3262636661529541,0.9518072289156626,0.9518072289156626,0.975609756097561,0.9390243902439024,0.975609756097561
1123,AP_Endometrium_Breast,biology,SVM,0.965432098765432,0.0239391597897102,7.717147827148437,1.2648284435272217,0.9629629629629628,0.9753086419753086,0.925925925925926,1.0,0.9629629629629628
1123,AP_Endometrium_Breast,biology,KNN,0.9679012345679012,0.0254213089900913,3.277462244033813,0.4009242057800293,0.9629629629629628,0.9876543209876544,0.925925925925926,1.0,0.9629629629629628
1123,AP_Endometrium_Breast,biology,MLP,0.8148148148148149,0.3334704793310445,58.36471796035767,0.3353996276855469,0.1481481481481481,1.0,0.9753086419753086,0.9753086419753086,0.9753086419753086
