target_scenario,feature_set,fold,n_test,accuracy,f1_macro,f1_weighted,mean_regret,median_regret,p90_regret,mean_normalized_regret,zero_regret_rate,within_1pp_rate,within_5pp_rate
heavy3_same107,domain_label_score,3,21,0.5238095238095238,0.39571150097465885,0.5087719298245614,0.012183666786792492,0.0,0.03980676328502408,0.013394569360161424,0.5714285714285714,0.7619047619047619,0.9047619047619048
heavy3_same107,domain_label_score,4,21,0.7142857142857143,0.6578947368421053,0.7030075187969925,0.013701575646967123,0.0,0.03658615419748079,0.02341203976602251,0.7142857142857143,0.8095238095238095,0.9523809523809523
heavy3_same107,domain_label_score,5,21,0.5714285714285714,0.4185185185185185,0.5047619047619047,0.017006139360391553,0.0,0.08253968253968258,0.023500839969919626,0.5714285714285714,0.7619047619047619,0.8571428571428571
heavy3_same107,semantic_tags_fixed_vocab,1,22,0.4090909090909091,0.4070175438596491,0.4086124401913876,0.00841006770707733,0.0007914799601694278,0.027732485085264658,0.011969441064790236,0.45454545454545453,0.7272727272727273,1.0
heavy3_same107,semantic_tags_fixed_vocab,2,22,0.5909090909090909,0.45555555555555555,0.5590909090909091,0.021066403609019367,0.0,0.04835926357316138,0.024406837573062126,0.5909090909090909,0.7272727272727273,0.8636363636363636
heavy3_same107,semantic_tags_fixed_vocab,3,21,0.5238095238095238,0.396078431372549,0.5092436974789916,0.011895193188397898,0.0,0.03980676328502408,0.013097260009782341,0.5714285714285714,0.7619047619047619,0.9047619047619048
heavy3_same107,semantic_tags_fixed_vocab,4,21,0.5714285714285714,0.5235294117647059,0.5588235294117647,0.016955679264776986,0.0,0.03658615419748079,0.026173147738206885,0.5714285714285714,0.7142857142857143,0.9047619047619048
heavy3_same107,semantic_tags_fixed_vocab,5,21,0.5714285714285714,0.4222222222222222,0.5111111111111111,0.026119138799423847,0.0,0.08253968253968258,0.03393124482458235,0.5714285714285714,0.7619047619047619,0.8571428571428571
heavy3_same107,context_full,1,22,0.45454545454545453,0.4402116402116402,0.4493506493506494,0.008396955818965436,0.0006472491909386147,0.027732485085264658,0.011956314661905925,0.5,0.7272727272727273,1.0
heavy3_same107,context_full,2,22,0.5909090909090909,0.4444444444444444,0.5454545454545454,0.015768270182039613,0.0,0.028909430438842282,0.01858048562035498,0.5909090909090909,0.7272727272727273,0.9545454545454546
heavy3_same107,context_full,3,21,0.5238095238095238,0.38518518518518513,0.49523809523809514,0.010900181914481293,0.0,0.03980676328502408,0.012029440444574071,0.5714285714285714,0.7619047619047619,0.9047619047619048
heavy3_same107,context_full,4,21,0.6666666666666666,0.6174242424242424,0.650974025974026,0.007859738912273243,0.0,0.030564971751412373,0.010092872618492179,0.6666666666666666,0.8095238095238095,1.0
heavy3_same107,context_full,5,21,0.6190476190476191,0.4561403508771929,0.5513784461152882,0.010073842632176462,0.0,0.018720357941834354,0.016511487301554616,0.6190476190476191,0.8095238095238095,0.9047619047619048
heavy3_same107,domain_label_score_shuffled,1,22,0.45454545454545453,0.4259259259259259,0.4469696969696969,0.008713405033982881,0.0006472491909386147,0.03399817954261008,0.012033532996845413,0.5,0.7272727272727273,1.0
