rank,strategy,semantic_mode,domain_mode,base_classifiers_considered,datasets_used,n_statistical_features_without_domain_score,target_classes,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,f1_weighted_mean,f1_weighted_std,n_splits
5,stat_plus_tags_fixed_vocab_plus_domain_score,tags_fixed_vocab,score,"DecisionTree, LogisticRegression, Perceptron",116,63,"DecisionTree, LogisticRegression, Perceptron",0.6985507246376811,0.023188405797101443,0.4415012873836403,0.03049123519675368,0.6631503009636001,0.034359000149889976,5
