rank,strategy,semantic_mode,domain_mode,base_classifiers_considered,datasets_used,n_statistical_features_without_domain_score,target_classes,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,f1_weighted_mean,f1_weighted_std,n_splits
3,stat_plus_fixed_vocab_plus_domain_label_score_interaction,fixed_vocab,label_score_interaction,"DecisionTree, LogisticRegression, Perceptron",116,63,"DecisionTree, LogisticRegression, Perceptron",0.7155797101449275,0.019778759512979954,0.4459259259259259,0.02155786847126873,0.6720904699165569,0.012308561490148983,5
