rank,strategy,semantic_mode,domain_mode,base_classifiers_considered,datasets_used,n_statistical_features_without_domain_score,target_classes,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,f1_weighted_mean,f1_weighted_std,n_splits
1,stat_plus_controlled_semantic_plus_domain_label_score,tags_fixed_vocab,label_score,"DecisionTree, LogisticRegression, Perceptron",116,63,"DecisionTree, LogisticRegression, Perceptron",0.7242753623188406,0.0511421738799823,0.4642857142857143,0.027779258220326952,0.6899265951439864,0.047433483160987965,5
