experiment,features,base_classifiers_considered,datasets_used,n_features,target_classes,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,f1_weighted_mean,f1_weighted_std,n_splits
A,Statistical meta-features,"DecisionTree, LogisticRegression, Perceptron",116,63,"DecisionTree, LogisticRegression, Perceptron",0.6380434782608695,0.032897273805264235,0.3934725952942272,0.03494727635551583,0.6058267698256149,0.03158780003759855,5
