set,feature_set,spearman,regret,hit,sba_regret,oracle_regret
3_algoritmos,baseline_stat,0.6223051086968133,0.015999719748671797,0.6522988505747126,0.029718494377825803,0.0
3_algoritmos,+dominio_LLM,0.620868327087618,0.01571664719090848,0.6551724137931035,0.029718494377825803,0.0
3_algoritmos,+domain_score_orig,0.6334143770984927,0.01586245393488594,0.6494252873563219,0.029718494377825803,0.0
6_algoritmos_completos,baseline_stat,0.4965127911260849,0.023649768596471218,0.35202492211838005,0.035216815345487956,0.0
6_algoritmos_completos,+dominio_LLM,0.49172531577823136,0.02302488404933607,0.34890965732087226,0.035216815345487956,0.0
6_algoritmos_completos,+domain_score_orig,0.4970684175202731,0.023415884997840836,0.35514018691588783,0.035216815345487956,0.0
