seed,config,n_observations,n_unique_datasets,regret_coverage,hit_best_rate,mean_regret,median_regret,p90_regret,zero_regret_rate,within_1pp_rate,chosen_accuracy_mean,oracle_accuracy_mean,domain
11,baseline_stats,40.0,40.0,1.0,0.4,0.027860543173647133,0.0007827118717716464,0.06601384751387045,0.475,0.65,0.8113193653544488,0.839179908528096,education
11,baseline_stats,60.0,60.0,1.0,0.6833333333333333,0.01686480978881616,0.0,0.03451374306434898,0.7,0.8,0.7173388866883678,0.734203696477184,finance
11,baseline_stats,48.0,48.0,0.9791666666666666,0.20833333333333334,0.024583972290394083,0.01297852474323069,0.059353370503826226,0.23404255319148937,0.425531914893617,0.7888727228275334,0.8134566951179273,health
11,baseline_stats,35.0,35.0,0.9714285714285714,0.4857142857142857,0.02273926041706893,0.0,0.0953229166666667,0.5294117647058824,0.6470588235294118,0.8463145558651402,0.8690538162822092,image
11,baseline_stats,164.0,164.0,0.9939024390243902,0.34146341463414637,0.032284698503981024,0.006315789473684386,0.09004879564879546,0.3803680981595092,0.558282208588957,0.818477831107132,0.850762529611113,other
11,baseline_stats,16.0,16.0,0.9375,0.3125,0.018134168179074272,0.007603636763488741,0.03945260636518939,0.4,0.6,0.8956445351800186,0.913778703359093,sensor_signal
11,baseline_stats,26.0,26.0,0.9615384615384616,0.5384615384615384,0.010153919501647775,0.0,0.041680975475337625,0.56,0.72,0.7540299314913638,0.7641838509930117,social
11,baseline_stats,15.0,15.0,1.0,0.26666666666666666,0.02822251835424629,0.0028169014084508115,0.10985517058269084,0.3333333333333333,0.6,0.7714087148344968,0.7996312331887431,text
11,real_domain_rank,143.0,143.0,0.986013986013986,0.4195804195804196,0.02373995714516952,0.0024390243902440156,0.06750000000000012,0.45390070921985815,0.6382978723404256,0.7921400623348075,0.8158800194799769,biology
11,real_domain_rank,40.0,40.0,1.0,0.325,0.03551720415205335,0.006642305570876861,0.10222650510008462,0.375,0.55,0.8036627043760426,0.839179908528096,education
11,real_domain_rank,60.0,60.0,1.0,0.6833333333333333,0.01432410652536194,0.0,0.024770638118261024,0.7,0.8166666666666667,0.719879589951822,0.734203696477184,finance
11,real_domain_rank,48.0,48.0,0.9791666666666666,0.22916666666666666,0.026733399517247913,0.011111111111111183,0.07166123267565223,0.2553191489361702,0.44680851063829785,0.7867232956006794,0.8134566951179273,health
11,real_domain_rank,35.0,35.0,0.9714285714285714,0.42857142857142855,0.022428966589915923,0.0008870829112003209,0.0784898911353033,0.47058823529411764,0.6176470588235294,0.8466248496922931,0.8690538162822092,image
11,real_domain_rank,164.0,164.0,0.9939024390243902,0.38414634146341464,0.029465491301102202,0.004210526315789442,0.08796097560975609,0.4233128834355828,0.5828220858895705,0.8212970383100108,0.850762529611113,other
11,real_domain_rank,16.0,16.0,0.9375,0.4375,0.014144436320810912,0.0,0.02772605090676816,0.5333333333333333,0.6666666666666666,0.8996342670382821,0.913778703359093,sensor_signal
11,real_domain_rank,26.0,26.0,0.9615384615384616,0.38461538461538464,0.014706856760654273,0.0024999999999999467,0.053441367424395855,0.44,0.64,0.7494769942323575,0.7641838509930117,social
11,real_domain_rank,15.0,15.0,1.0,0.26666666666666666,0.028753773819392373,0.003564384333614834,0.10985517058269084,0.3333333333333333,0.5333333333333333,0.7708774593693507,0.7996312331887431,text
13,baseline_stats,143.0,143.0,0.965034965034965,0.45454545454545453,0.020606735797609514,3.0289361708291107e-05,0.057506355714603614,0.4927536231884058,0.6594202898550725,0.7949328155679224,0.8155395513655319,biology
13,baseline_stats,40.0,40.0,1.0,0.375,0.028605652217899114,0.0020633007381803403,0.06601384751387045,0.425,0.625,0.8105742563101968,0.8391799085280958,education
13,baseline_stats,60.0,60.0,1.0,0.48333333333333334,0.043050001910366814,3.511235955050429e-05,0.1684517969195664,0.5,0.65,0.6911536945668172,0.734203696477184,finance
13,baseline_stats,48.0,48.0,0.9791666666666666,0.2708333333333333,0.02559750467969366,0.013807839669908506,0.059353370503826226,0.2978723404255319,0.425531914893617,0.7878591904382337,0.8134566951179273,health
13,baseline_stats,35.0,35.0,0.9714285714285714,0.45714285714285713,0.01583645330736004,9.090909090897492e-05,0.03936878787878799,0.5,0.6764705882352942,0.8532173629748491,0.869053816282209,image
13,baseline_stats,164.0,164.0,1.0,0.3719512195121951,0.02915199693229638,0.004522925359531693,0.08421913875598097,0.40853658536585363,0.5670731707317073,0.8217865926423852,0.8509385895746814,other
13,baseline_stats,16.0,16.0,0.9375,0.4375,0.011027642238022328,0.0,0.02772605090676816,0.5333333333333333,0.6666666666666666,0.9027510611210706,0.9137787033590928,sensor_signal
13,baseline_stats,26.0,26.0,0.9615384615384616,0.4230769230769231,0.021351710176798516,0.003731343283582045,0.06521383006977803,0.44,0.64,0.7405636908762129,0.7619154010530115,social
13,baseline_stats,15.0,15.0,1.0,0.26666666666666666,0.03246557026227503,0.01333784110924685,0.1135968917485086,0.3333333333333333,0.4666666666666667,0.767165662926468,0.799631233188743,text
13,real_domain_rank,143.0,143.0,0.9790209790209791,0.46853146853146854,0.02229859486460204,0.0,0.05936855182751074,0.5071428571428571,0.6714285714285714,0.7936843978376983,0.8159829927023003,biology
13,real_domain_rank,40.0,40.0,1.0,0.375,0.03363637266232393,0.003590660990965888,0.08927462762483326,0.425,0.6,0.8055435358657721,0.8391799085280958,education
13,real_domain_rank,60.0,60.0,1.0,0.5666666666666667,0.03338612439610502,0.0,0.16288648031945252,0.5833333333333334,0.7333333333333333,0.700817572081079,0.734203696477184,finance
13,real_domain_rank,48.0,48.0,1.0,0.3125,0.027733442632174938,0.011016495948002802,0.07290642250356685,0.3333333333333333,0.4583333333333333,0.7883429046707956,0.8160763473029705,health
13,real_domain_rank,35.0,35.0,0.9714285714285714,0.4857142857142857,0.017841339068588744,0.0,0.07494805194805201,0.5588235294117647,0.7352941176470589,0.8512124772136203,0.869053816282209,image
13,real_domain_rank,164.0,164.0,1.0,0.35365853658536583,0.028647917594495382,0.0046566037519985,0.08421913875598097,0.39634146341463417,0.5487804878048781,0.8222906719801862,0.8509385895746814,other
13,real_domain_rank,16.0,16.0,1.0,0.4375,0.01314941084102008,0.003692722371967716,0.03807177298499015,0.5,0.625,0.8582535828087074,0.8714029936497275,sensor_signal
13,real_domain_rank,26.0,26.0,0.9615384615384616,0.3076923076923077,0.02128440989841087,0.006818181818181834,0.058399999999999966,0.36,0.6,0.7406309911546005,0.7619154010530115,social
13,real_domain_rank,15.0,15.0,1.0,0.4,0.028935671693597953,0.00042283298097256505,0.10985517058269084,0.4666666666666667,0.6,0.7706955614951451,0.799631233188743,text
17,baseline_stats,143.0,143.0,0.986013986013986,0.48951048951048953,0.021443395416694246,0.0,0.056499999999999995,0.524822695035461,0.6808510638297872,0.7890465298311644,0.8104899252478586,biology
17,baseline_stats,40.0,40.0,1.0,0.5,0.03534634247609049,0.0,0.17939999999999998,0.525,0.675,0.8038335660520055,0.839179908528096,education
17,baseline_stats,60.0,60.0,1.0,0.6333333333333333,0.017235932783788536,0.0,0.04847700039984012,0.65,0.7833333333333333,0.7169677636933953,0.7342036964771839,finance
17,baseline_stats,48.0,48.0,1.0,0.3125,0.02072913934489659,0.009570439011895138,0.058920880688556346,0.3333333333333333,0.5,0.7953472079580738,0.8160763473029705,health
17,baseline_stats,35.0,35.0,0.9714285714285714,0.5142857142857142,0.017173747410956904,0.0,0.07301528920825173,0.5882352941176471,0.7352941176470589,0.8518800688712522,0.8690538162822091,image
17,baseline_stats,164.0,164.0,1.0,0.3597560975609756,0.02705188912321253,0.004488805970149112,0.07803082105439715,0.40853658536585363,0.5670731707317073,0.8238867004514692,0.8509385895746814,other
17,baseline_stats,16.0,16.0,1.0,0.3125,0.025654647572219292,0.006376108811135872,0.08222578710644685,0.375,0.6875,0.8457483460775083,0.8714029936497275,sensor_signal
17,baseline_stats,26.0,26.0,0.9230769230769231,0.34615384615384615,0.021257753965287948,0.0058656716417909704,0.058040683712197866,0.4166666666666667,0.5833333333333334,0.738471608728887,0.7597293626941748,social
17,baseline_stats,15.0,15.0,1.0,0.3333333333333333,0.020191976829522347,0.0009259259259256636,0.0656999671484064,0.4,0.6,0.7794392563592208,0.799631233188743,text
17,real_domain_rank,143.0,143.0,0.993006993006993,0.4825174825174825,0.02139801200449367,0.0,0.05702245734734751,0.5140845070422535,0.6830985915492958,0.7901017695329856,0.811499781537479,biology
17,real_domain_rank,40.0,40.0,1.0,0.4,0.040804081311122384,0.0012425873810168464,0.17939999999999998,0.45,0.6,0.7983758272169736,0.839179908528096,education
17,real_domain_rank,60.0,60.0,1.0,0.6166666666666667,0.015570654764219644,0.0,0.03185574306434894,0.6333333333333333,0.8,0.7186330417129643,0.7342036964771839,finance
17,real_domain_rank,48.0,48.0,1.0,0.3333333333333333,0.020097376727166008,0.008334625644934257,0.058159289002578475,0.3541666666666667,0.5208333333333334,0.7959789705758045,0.8160763473029705,health
17,real_domain_rank,35.0,35.0,0.9714285714285714,0.5428571428571428,0.00946529066509677,0.0,0.03246653307838502,0.6176470588235294,0.8235294117647058,0.8595885256171123,0.8690538162822091,image
17,real_domain_rank,164.0,164.0,1.0,0.3597560975609756,0.028608771170920217,0.0046879655432287,0.07803082105439715,0.4024390243902439,0.5365853658536586,0.8223298184037613,0.8509385895746814,other
17,real_domain_rank,16.0,16.0,1.0,0.375,0.020920282056477547,0.0013573904451296692,0.08222578710644685,0.4375,0.8125,0.8504827115932501,0.8714029936497275,sensor_signal
17,real_domain_rank,26.0,26.0,0.9230769230769231,0.34615384615384615,0.020161913084837838,0.0056500396064381175,0.058040683712197866,0.375,0.6666666666666666,0.739567449609337,0.7597293626941748,social
17,real_domain_rank,15.0,15.0,1.0,0.3333333333333333,0.02352202285187608,0.0009259259259256636,0.07621710812708588,0.4,0.5333333333333333,0.7761092103368671,0.799631233188743,text
42,baseline_stats,143.0,143.0,0.972027972027972,0.4405594405594406,0.021004057406065438,0.0006708092077388761,0.05520000000000004,0.4676258992805755,0.6402877697841727,0.7938768943702919,0.8148809517763573,biology
42,baseline_stats,40.0,40.0,1.0,0.375,0.03012554889502166,0.0020000000000000018,0.08927462762483326,0.425,0.675,0.8090543596330744,0.839179908528096,education
42,baseline_stats,60.0,60.0,1.0,0.4666666666666667,0.039766206673479715,0.00021807630090370234,0.14118425556189387,0.48333333333333334,0.6166666666666667,0.6944374898037042,0.734203696477184,finance
42,baseline_stats,48.0,48.0,1.0,0.3125,0.018525913760630577,0.009570439011895138,0.059486947087180234,0.3541666666666667,0.5,0.79755043354234,0.8160763473029705,health
42,baseline_stats,35.0,35.0,0.9714285714285714,0.45714285714285713,0.033532533036789824,9.090909090897492e-05,0.08441275663177686,0.5,0.6470588235294118,0.8355212832454193,0.8690538162822092,image
42,baseline_stats,164.0,164.0,1.0,0.39634146341463417,0.027089849251894352,0.003285714285714225,0.07854465709728888,0.4268292682926829,0.5975609756097561,0.8238487403227872,0.8509385895746814,other
42,baseline_stats,16.0,16.0,1.0,0.4375,0.021967062202084133,0.003692722371967716,0.07438380304199699,0.5,0.6875,0.8494359314476434,0.8714029936497274,sensor_signal
42,baseline_stats,26.0,26.0,0.9615384615384616,0.3076923076923077,0.01934646927553253,0.007999999999999896,0.06521383006977803,0.32,0.56,0.7425689317774788,0.7619154010530113,social
42,baseline_stats,15.0,15.0,1.0,0.26666666666666666,0.028300900183825084,0.003564384333614834,0.10985517058269084,0.3333333333333333,0.5333333333333333,0.7713303330049182,0.7996312331887431,text
42,real_domain_rank,143.0,143.0,0.986013986013986,0.45454545454545453,0.022301598317729623,4.389815627725557e-05,0.056499999999999995,0.48936170212765956,0.6595744680851063,0.7939680963996251,0.8162696947173547,biology
42,real_domain_rank,40.0,40.0,1.0,0.325,0.03193041730041481,0.0020000000000000018,0.08927462762483326,0.4,0.65,0.8072494912276811,0.839179908528096,education
42,real_domain_rank,60.0,60.0,1.0,0.5,0.0416448268323235,0.0,0.16280889903023404,0.5166666666666667,0.65,0.6925588696448605,0.734203696477184,finance
42,real_domain_rank,48.0,48.0,1.0,0.3125,0.024899999138030388,0.009570439011895138,0.07773024361259663,0.3541666666666667,0.5,0.7911763481649401,0.8160763473029705,health
42,real_domain_rank,35.0,35.0,0.9714285714285714,0.4857142857142857,0.03338871205205553,0.0,0.08721152725617025,0.5588235294117647,0.7058823529411765,0.8356651042301536,0.8690538162822092,image
42,real_domain_rank,164.0,164.0,1.0,0.3231707317073171,0.03261649690868474,0.007764705882352896,0.08726341463414641,0.3597560975609756,0.5304878048780488,0.8183220926659968,0.8509385895746814,other
42,real_domain_rank,16.0,16.0,1.0,0.4375,0.01742805844495828,0.003692722371967716,0.03807177298499015,0.5,0.6875,0.8539749352047692,0.8714029936497274,sensor_signal
42,real_domain_rank,26.0,26.0,0.9615384615384616,0.3076923076923077,0.020339156069919113,0.009049648854132508,0.05772091161626385,0.36,0.52,0.7415762449830923,0.7619154010530113,social
42,real_domain_rank,15.0,15.0,1.0,0.3333333333333333,0.019788144711894915,0.0009259259259256636,0.06435663660617205,0.4,0.6,0.7798430884768482,0.7996312331887431,text
55,baseline_stats,143.0,143.0,0.972027972027972,0.4755244755244755,0.02104310780928174,0.0,0.05736440653097557,0.5107913669064749,0.6906474820143885,0.7909767345536206,0.8120198423629023,biology
55,baseline_stats,40.0,40.0,1.0,0.275,0.0357842061291068,0.00400751879699246,0.1049784138858408,0.3,0.575,0.8033957023989892,0.8391799085280958,education
55,baseline_stats,60.0,60.0,1.0,0.6,0.021502136665802307,0.0,0.08405000000000004,0.6166666666666667,0.7833333333333333,0.7127015598113816,0.7342036964771839,finance
55,baseline_stats,48.0,48.0,1.0,0.2916666666666667,0.016839207898481295,0.009380063549177031,0.059486947087180234,0.3333333333333333,0.5208333333333334,0.7992371394044891,0.8160763473029705,health
55,baseline_stats,35.0,35.0,0.9714285714285714,0.37142857142857144,0.02447240998635344,0.0016186423683352547,0.0953229166666667,0.4411764705882353,0.6176470588235294,0.8445814062958555,0.8690538162822091,image
55,baseline_stats,164.0,164.0,1.0,0.3719512195121951,0.029011020630864942,0.004296198909486626,0.08421913875598097,0.4146341463414634,0.6097560975609756,0.8219275689438166,0.8509385895746815,other
55,baseline_stats,16.0,16.0,1.0,0.5625,0.013315583167130263,0.0,0.020257002113600375,0.625,0.75,0.8580874104825973,0.8714029936497275,sensor_signal
55,baseline_stats,26.0,26.0,0.9615384615384616,0.34615384615384615,0.019130367947253445,0.004481897394694401,0.05779999999999994,0.4,0.56,0.742785033105758,0.7619154010530115,social
55,baseline_stats,15.0,15.0,1.0,0.3333333333333333,0.039144756523329785,0.0028169014084508115,0.12593247407083855,0.3333333333333333,0.5333333333333333,0.7604864766654134,0.7996312331887431,text
55,real_domain_rank,143.0,143.0,0.9790209790209791,0.4965034965034965,0.01886579267022108,0.0,0.056049999999999996,0.5357142857142857,0.7285714285714285,0.7921328365329462,0.8109986292031672,biology
55,real_domain_rank,40.0,40.0,1.0,0.3,0.03837457635989226,0.006068743286788303,0.1049784138858408,0.35,0.55,0.8008053321682038,0.8391799085280958,education
55,real_domain_rank,60.0,60.0,1.0,0.6333333333333333,0.018662879722717275,0.0,0.08252333333333346,0.65,0.8,0.7155408167544665,0.7342036964771839,finance
55,real_domain_rank,48.0,48.0,1.0,0.3333333333333333,0.02149281914851603,0.007503640937375877,0.03878599711252096,0.375,0.5416666666666666,0.7945835281544543,0.8160763473029705,health
55,real_domain_rank,35.0,35.0,0.9714285714285714,0.37142857142857144,0.02539275299900333,0.0018422070686609088,0.10174595468372491,0.4411764705882353,0.6176470588235294,0.8436610632832058,0.8690538162822091,image
55,real_domain_rank,164.0,164.0,1.0,0.3719512195121951,0.031109294283959775,0.004390278517137414,0.08548255339012743,0.40853658536585363,0.5914634146341463,0.8198292952907217,0.8509385895746815,other
55,real_domain_rank,16.0,16.0,1.0,0.5,0.01997183316713026,0.0,0.06453185907046471,0.5625,0.6875,0.8514311604825973,0.8714029936497275,sensor_signal
55,real_domain_rank,26.0,26.0,0.9615384615384616,0.34615384615384615,0.015430593860874697,0.003731343283582045,0.05772091161626385,0.4,0.68,0.7464848071921366,0.7619154010530115,social
55,real_domain_rank,15.0,15.0,1.0,0.4666666666666667,0.028935671693597953,0.00042283298097256505,0.10985517058269084,0.4666666666666667,0.6,0.7706955614951452,0.7996312331887431,text
88,baseline_stats,143.0,143.0,0.972027972027972,0.4755244755244755,0.019089301172689494,0.0,0.05650784708249494,0.5179856115107914,0.697841726618705,0.7968541752899204,0.81594347646261,biology
88,baseline_stats,40.0,40.0,1.0,0.275,0.03753844238306066,0.006068743286788303,0.1049784138858408,0.3,0.6,0.8016414661450352,0.839179908528096,education
88,baseline_stats,60.0,60.0,1.0,0.6833333333333333,0.01599072053216277,0.0,0.035858000000000036,0.7,0.8166666666666667,0.7182129759450212,0.7342036964771839,finance
88,baseline_stats,48.0,48.0,0.9791666666666666,0.22916666666666666,0.028133026815369888,0.013928571428571512,0.06847646661899179,0.2553191489361702,0.40425531914893614,0.7853236683025577,0.8134566951179273,health
88,baseline_stats,35.0,35.0,0.9714285714285714,0.5142857142857142,0.028863302355269363,0.0,0.037709734271492164,0.5588235294117647,0.7352941176470589,0.8401905139269398,0.8690538162822092,image
88,baseline_stats,164.0,164.0,1.0,0.3475609756097561,0.03125318501714179,0.004488805970149112,0.0876785265049416,0.3902439024390244,0.6036585365853658,0.8196854045575398,0.8509385895746815,other
88,baseline_stats,16.0,16.0,1.0,0.4375,0.0342666399668454,0.0011605415860734825,0.12468765227190537,0.5,0.5625,0.8371363536828821,0.8714029936497274,sensor_signal
88,baseline_stats,26.0,26.0,0.9615384615384616,0.38461538461538464,0.015467670719128595,0.003731343283582045,0.053441367424395855,0.4,0.6,0.7483022361303714,0.7637699068495002,social
88,baseline_stats,15.0,15.0,1.0,0.4,0.018377162014707536,0.00042283298097256505,0.06435663660617205,0.4666666666666667,0.6666666666666666,0.7812540711740357,0.7996312331887432,text
88,real_domain_rank,143.0,143.0,0.972027972027972,0.4965034965034965,0.019629185887258996,0.0,0.05661610163274389,0.5323741007194245,0.7194244604316546,0.7923906564756432,0.8120198423629023,biology
88,real_domain_rank,40.0,40.0,1.0,0.275,0.04546958741073158,0.006642305570876861,0.17939999999999998,0.325,0.55,0.7937103211173643,0.839179908528096,education
88,real_domain_rank,60.0,60.0,1.0,0.6833333333333333,0.01633099532539748,0.0,0.035858000000000036,0.7,0.8333333333333334,0.7178727011517864,0.7342036964771839,finance
88,real_domain_rank,48.0,48.0,1.0,0.2916666666666667,0.02256117803836824,0.010542907605561924,0.059486947087180234,0.3333333333333333,0.4791666666666667,0.7935151692646022,0.8160763473029705,health
88,real_domain_rank,35.0,35.0,0.9714285714285714,0.5142857142857142,0.014052981022627678,0.0,0.03936878787878799,0.5588235294117647,0.7352941176470589,0.8550008352595814,0.8690538162822092,image
88,real_domain_rank,164.0,164.0,1.0,0.35365853658536583,0.03143822277698032,0.004534119389382418,0.08786666666666662,0.38414634146341464,0.5792682926829268,0.8195003667977011,0.8509385895746815,other
88,real_domain_rank,16.0,16.0,1.0,0.375,0.035946793963138504,0.0054864973204798995,0.12468765227190537,0.4375,0.5625,0.835456199686589,0.8714029936497274,sensor_signal
88,real_domain_rank,26.0,26.0,1.0,0.4230769230769231,0.017851498395690384,0.0031156716417909958,0.05952917205227626,0.4230769230769231,0.6538461538461539,0.748262986084709,0.7661144844803993,social
88,real_domain_rank,15.0,15.0,1.0,0.3333333333333333,0.020191976829522347,0.0009259259259256636,0.0656999671484064,0.4,0.6,0.7794392563592207,0.7996312331887432,text
99,baseline_stats,143.0,143.0,0.9790209790209791,0.45454545454545453,0.023532319430951024,0.0003455736736078241,0.05655805081637195,0.4857142857142857,0.6571428571428571,0.7913619179140687,0.8148942373450199,biology
99,baseline_stats,40.0,40.0,1.0,0.35,0.03229659060828629,0.0020633007381803403,0.09747300848043529,0.4,0.575,0.8068833179198098,0.839179908528096,education
99,baseline_stats,60.0,60.0,1.0,0.6,0.015568313225788026,0.0,0.03274665519472415,0.6166666666666667,0.7666666666666667,0.7186353832513959,0.7342036964771839,finance
99,baseline_stats,48.0,48.0,1.0,0.22916666666666666,0.024124325023703746,0.012459475390509844,0.06177192986981926,0.25,0.4375,0.7919520222792666,0.8160763473029705,health
99,baseline_stats,35.0,35.0,0.9714285714285714,0.42857142857142855,0.035620153824807974,0.0002688450339694559,0.09946470468372492,0.47058823529411764,0.6764705882352942,0.8334336624574011,0.8690538162822091,image
99,baseline_stats,164.0,164.0,1.0,0.35365853658536583,0.02630406059973071,0.004776330516462202,0.08726341463414641,0.4024390243902439,0.573170731707317,0.8246345289749508,0.8509385895746814,other
99,baseline_stats,16.0,16.0,0.9375,0.3125,0.010041308423037668,0.007385444743935432,0.02772605090676816,0.4,0.7333333333333333,0.9037373949360553,0.9137787033590928,sensor_signal
99,baseline_stats,26.0,26.0,0.9615384615384616,0.3076923076923077,0.014082161075472565,0.009049648854132508,0.03887120864457771,0.32,0.56,0.7501016899175391,0.7641838509930118,social
99,baseline_stats,15.0,15.0,1.0,0.3333333333333333,0.026938959004577562,0.0009259259259256636,0.10985517058269084,0.4,0.6,0.7726922741841656,0.7996312331887432,text
99,real_domain_rank,143.0,143.0,0.972027972027972,0.4755244755244755,0.021184454767621357,0.0,0.05661610163274389,0.5107913669064749,0.6906474820143885,0.7933012149334103,0.8144856697010316,biology
99,real_domain_rank,40.0,40.0,1.0,0.375,0.034385427142751016,0.00436498486034087,0.1049784138858408,0.4,0.6,0.8047944813853448,0.839179908528096,education
99,real_domain_rank,60.0,60.0,1.0,0.6166666666666667,0.013194944455057351,0.0,0.01760000000000007,0.6333333333333333,0.8166666666666667,0.7210087520221266,0.7342036964771839,finance
99,real_domain_rank,48.0,48.0,1.0,0.25,0.024641681802344887,0.010542907605561924,0.044465035280974716,0.2916666666666667,0.4791666666666667,0.7914346655006256,0.8160763473029705,health
99,real_domain_rank,35.0,35.0,0.9714285714285714,0.45714285714285713,0.018317929123982793,9.090909090897492e-05,0.050889901888153,0.5,0.6764705882352942,0.8507358871582262,0.8690538162822091,image
99,real_domain_rank,164.0,164.0,1.0,0.3597560975609756,0.026606381583663668,0.006847885534491477,0.08840813008130077,0.40853658536585363,0.5487804878048781,0.8243322079910179,0.8509385895746814,other
99,real_domain_rank,16.0,16.0,0.9375,0.375,0.012092971480361517,0.002321083172146965,0.0207183453190662,0.4666666666666667,0.8,0.9016857318787316,0.9137787033590928,sensor_signal
99,real_domain_rank,26.0,26.0,0.9615384615384616,0.34615384615384615,0.016553875779587904,0.004481897394694401,0.053441367424395855,0.4,0.56,0.7476299752134239,0.7641838509930118,social
99,real_domain_rank,15.0,15.0,1.0,0.4,0.018377162014707536,0.00042283298097256505,0.06435663660617205,0.4666666666666667,0.6666666666666666,0.7812540711740357,0.7996312331887432,text
123,baseline_stats,143.0,143.0,0.986013986013986,0.4755244755244755,0.018349986751389203,0.0,0.05434737208492857,0.5106382978723404,0.6879432624113475,0.7941600769246535,0.8125100636760427,biology
123,baseline_stats,40.0,40.0,1.0,0.35,0.039258965926474806,0.006068743286788303,0.08927462762483326,0.375,0.55,0.7999209426016212,0.839179908528096,education
123,baseline_stats,60.0,60.0,1.0,0.6666666666666666,0.01698903679295792,0.0,0.06055199999999996,0.6833333333333333,0.7833333333333333,0.717214659684226,0.734203696477184,finance
123,baseline_stats,48.0,48.0,1.0,0.3125,0.01939065734224059,0.008334625644934257,0.058920880688556346,0.3541666666666667,0.5208333333333334,0.79668568996073,0.8160763473029705,health
123,baseline_stats,35.0,35.0,0.9714285714285714,0.42857142857142855,0.021452170987935493,0.0010055432372503836,0.08217914010421212,0.47058823529411764,0.6470588235294118,0.8476016452942736,0.8690538162822091,image
123,baseline_stats,164.0,164.0,1.0,0.4146341463414634,0.028337995747658908,0.002560216310282304,0.08840813008130077,0.4451219512195122,0.6280487804878049,0.8226005938270228,0.8509385895746815,other
123,baseline_stats,16.0,16.0,1.0,0.5,0.020019086821834512,0.0,0.07008185907046477,0.5625,0.75,0.851383906827893,0.8714029936497275,sensor_signal
123,baseline_stats,26.0,26.0,0.9615384615384616,0.3076923076923077,0.025056965884583796,0.010040392072382498,0.06889383006977806,0.32,0.48,0.7368584351684275,0.7619154010530116,social
123,baseline_stats,15.0,15.0,1.0,0.4,0.03014500146429132,0.0009259259259256636,0.10985517058269084,0.4,0.6,0.7694862317244519,0.7996312331887433,text
123,real_domain_rank,143.0,143.0,0.9790209790209791,0.5174825174825175,0.020142533561705908,0.0,0.056049999999999996,0.5571428571428572,0.7142857142857143,0.7953388779155611,0.815481411477267,biology
123,real_domain_rank,40.0,40.0,1.0,0.45,0.031415575297879694,0.00010565240359222683,0.08927462762483326,0.5,0.65,0.8077643332302162,0.839179908528096,education
123,real_domain_rank,60.0,60.0,1.0,0.7,0.01649784021417708,0.0,0.035858000000000036,0.7166666666666667,0.8333333333333334,0.7177058562630069,0.734203696477184,finance
123,real_domain_rank,48.0,48.0,1.0,0.3333333333333333,0.02076669427125414,0.007503640937375877,0.04294992439456863,0.375,0.5208333333333334,0.7953096530317163,0.8160763473029705,health
123,real_domain_rank,35.0,35.0,0.9714285714285714,0.5142857142857142,0.013354518478179407,0.0,0.03936878787878799,0.5882352941176471,0.7647058823529411,0.8556992978040296,0.8690538162822091,image
123,real_domain_rank,164.0,164.0,1.0,0.3719512195121951,0.031309665400901555,0.004461028192371486,0.09176310711146776,0.4024390243902439,0.5914634146341463,0.8196289241737801,0.8509385895746815,other
123,real_domain_rank,16.0,16.0,1.0,0.375,0.03172100974057006,0.007494540753712087,0.12468765227190537,0.4375,0.625,0.8396819839091574,0.8714029936497275,sensor_signal
123,real_domain_rank,26.0,26.0,0.9615384615384616,0.19230769230769232,0.02892864822173618,0.010040392072382498,0.06521383006977803,0.24,0.48,0.7329867528312752,0.7619154010530116,social
123,real_domain_rank,15.0,15.0,1.0,0.3333333333333333,0.01996975228224319,0.0028169014084508115,0.06435663660617205,0.3333333333333333,0.6,0.7796614809065,0.7996312331887433,text
128,baseline_stats,143.0,143.0,0.965034965034965,0.46153846153846156,0.02155023395027417,3.0289361708291107e-05,0.05709999999999999,0.4927536231884058,0.6666666666666666,0.7959426678162691,0.8174929017665432,biology
128,baseline_stats,40.0,40.0,1.0,0.375,0.029374658877548754,0.0011523943552857463,0.08927462762483326,0.425,0.7,0.8098052496505472,0.839179908528096,education
128,baseline_stats,60.0,60.0,1.0,0.4166666666666667,0.04306535008963955,0.0031350655059881327,0.1684517969195664,0.43333333333333335,0.6,0.6911383463875445,0.734203696477184,finance
128,baseline_stats,48.0,48.0,0.9791666666666666,0.22916666666666666,0.025254896395994993,0.010921880784894422,0.07166123267565223,0.2765957446808511,0.46808510638297873,0.7869916193310271,0.8122465157270219,health
128,baseline_stats,35.0,35.0,0.9714285714285714,0.4,0.02083744734495787,0.0016186423683352547,0.08721152725617025,0.4411764705882353,0.6764705882352942,0.8482163689372513,0.8690538162822092,image
128,baseline_stats,164.0,164.0,0.9939024390243902,0.3902439024390244,0.029357756401236206,0.004289452724996812,0.07763094862905763,0.4233128834355828,0.5766871165644172,0.821899099844418,0.8512568562456541,other
128,baseline_stats,16.0,16.0,1.0,0.3125,0.03261833821040483,0.007494540753712087,0.12468765227190537,0.375,0.5625,0.8387846554393227,0.8714029936497274,sensor_signal
128,baseline_stats,26.0,26.0,0.9615384615384616,0.4230769230769231,0.013165069283726162,0.003731343283582045,0.053441367424395855,0.44,0.68,0.7487503317692851,0.7619154010530115,social
128,baseline_stats,15.0,15.0,1.0,0.4,0.029509553886562845,0.0009259259259256636,0.10985517058269084,0.4666666666666667,0.6,0.7701216793021803,0.7996312331887431,text
