rank,strategy,semantic_mode,domain_mode,base_classifiers_considered,datasets_used,n_statistical_features_without_domain_score,target_classes,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,f1_weighted_mean,f1_weighted_std,n_splits
9,stat_plus_tags_plus_domain_score,tags_only,score,"DecisionTree, KNN, LogisticRegression, MLP, Perceptron, SVM",116,63,"DecisionTree, KNN, LogisticRegression, MLP, Perceptron, SVM",0.34420289855072467,0.08797710267116632,0.18836750968329916,0.053278264414620656,0.28832456085316494,0.07778439874074541,5
