rank,strategy,semantic_mode,domain_mode,base_classifiers_considered,datasets_used,n_statistical_features_without_domain_score,target_classes,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,f1_weighted_mean,f1_weighted_std,n_splits
4,stat_plus_clusters_plus_domain_label_score,clusters_only,label_score,"DecisionTree, LogisticRegression, Perceptron",116,63,"DecisionTree, LogisticRegression, Perceptron",0.6985507246376812,0.035970068539103915,0.4443830461477519,0.027359231485618498,0.6656264692965459,0.037025010952669496,5
