rank,strategy,semantic_mode,domain_mode,base_classifiers_considered,datasets_used,n_statistical_features_without_domain_score,target_classes,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,f1_weighted_mean,f1_weighted_std,n_splits
baseline,baseline_statistical_only_no_domain_score,none,none,"DecisionTree, KNN, LogisticRegression, MLP, Perceptron, SVM",116,63,"DecisionTree, KNN, LogisticRegression, MLP, Perceptron, SVM",0.3355072463768116,0.08041846028408743,0.18848428260192965,0.06273961026471146,0.2901114358786993,0.08709446293567395,5
