config,seed,permutation_id,accuracy,f1_macro,top3_accuracy,mean_regret,median_regret,p90_regret,zero_regret_rate,within_1pp_rate,regret_coverage,accuracy_delta_vs_baseline,accuracy_effect_vs_baseline,f1_macro_delta_vs_baseline,f1_macro_effect_vs_baseline,top3_accuracy_delta_vs_baseline,top3_accuracy_effect_vs_baseline,mean_regret_delta_vs_baseline,mean_regret_effect_vs_baseline,zero_regret_rate_delta_vs_baseline,zero_regret_rate_effect_vs_baseline,within_1pp_rate_delta_vs_baseline,within_1pp_rate_effect_vs_baseline
shuffled_domain_rank,42,28.0,0.36745886654478976,0.2634056164679786,0.8226691042047533,0.02837214188348606,0.0033850655059881607,0.08767439024390256,0.4040590405904059,0.6033210332103321,0.9908592321755028,-0.036563071297989025,-0.036563071297989025,-0.018690473895967896,-0.018690473895967896,0.0,0.0,0.0020462789877308298,-0.0020462789877308298,-0.03217016458519484,-0.03217016458519484,-0.006660482501312903,-0.006660482501312903
shuffled_domain_rank,42,29.0,0.38391224862888484,0.2668268740016522,0.8281535648994516,0.028216493500142513,0.003028846153846354,0.08587457322551661,0.4162062615101289,0.5985267034990792,0.9926873857404022,-0.020109689213893944,-0.020109689213893944,-0.01526921636229428,-0.01526921636229428,0.005484460694698323,0.005484460694698323,0.001890630604387284,-0.001890630604387284,-0.02002294366547186,-0.02002294366547186,-0.011454812212565835,-0.011454812212565835
baseline_stats,7,,0.3930530164533821,0.2741203821928393,0.8171846435100548,0.025724376015088847,0.00262841224917143,0.08645000000000003,0.42988929889298894,0.6107011070110702,0.9908592321755028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
real_domain_rank,7,,0.4149908592321755,0.2818624856463805,0.8244972577696527,0.025171968059728614,0.0014962463200344223,0.07944411344429611,0.4530386740331492,0.6372007366482505,0.9926873857404022,0.021937842778793404,0.021937842778793404,0.007742103453541205,0.007742103453541205,0.007312614259597838,0.007312614259597838,-0.0005524079553602332,0.0005524079553602332,0.023149375140160244,0.023149375140160244,0.026499629637180333,0.026499629637180333
shuffled_domain_rank,7,0.0,0.4076782449725777,0.2807681995442786,0.8153564899451554,0.025013565510380264,0.0019275729223195565,0.07954129429149982,0.4446494464944649,0.6254612546125461,0.9908592321755028,0.014625228519195621,0.014625228519195621,0.006647817351439322,0.006647817351439322,-0.001828153564899404,-0.001828153564899404,-0.0007108105047085832,0.0007108105047085832,0.014760147601475981,0.014760147601475981,0.014760147601475926,0.014760147601475926
shuffled_domain_rank,7,1.0,0.40950639853747717,0.28692649913597107,0.8171846435100548,0.026530031857892853,0.0020000000000000018,0.07960216304347048,0.44649446494464945,0.6273062730627307,0.9908592321755028,0.01645338208409508,0.01645338208409508,0.012806116943131773,0.012806116943131773,0.0,0.0,0.000805655842804006,-0.000805655842804006,0.016605166051660514,0.016605166051660514,0.016605166051660514,0.016605166051660514
shuffled_domain_rank,7,2.0,0.41681901279707495,0.28930113135695923,0.8226691042047533,0.026062369213690387,0.0018551458446390001,0.08050000000000002,0.45471349353049906,0.6321626617375231,0.9890310786106032,0.023765996343692863,0.023765996343692863,0.015180749164119933,0.015180749164119933,0.005484460694698434,0.005484460694698434,0.0003379931986015397,-0.0003379931986015397,0.024824194637510122,0.024824194637510122,0.021461554726452947,0.021461554726452947
shuffled_domain_rank,7,3.0,0.38391224862888484,0.26906766073432736,0.8281535648994516,0.028319918953371524,0.0029850746268655914,0.08864486600421553,0.4198895027624309,0.6003683241252302,0.9926873857404022,-0.009140767824497242,-0.009140767824497242,-0.005052721458511933,-0.005052721458511933,0.010968921389396757,0.010968921389396757,0.0025955429382826765,-0.0025955429382826765,-0.009999796130558014,-0.009999796130558014,-0.010332782885839942,-0.010332782885839942
shuffled_domain_rank,7,4.0,0.4040219378427788,0.276626672824963,0.8190127970749543,0.026382596715019992,0.0023242754143170674,0.07993619963889981,0.4411764705882353,0.6213235294117647,0.9945155393053017,0.010968921389396702,0.010968921389396702,0.002506290632123709,0.002506290632123709,0.001828153564899515,0.001828153564899515,0.0006582206999311453,-0.0006582206999311453,0.011287171695246345,0.011287171695246345,0.010622422400694553,0.010622422400694553
shuffled_domain_rank,7,5.0,0.4186471663619744,0.2896048229892105,0.8043875685557587,0.025601705015261596,0.0014981231600171285,0.08014878464861817,0.45571955719557194,0.6291512915129152,0.9908592321755028,0.025594149908592323,0.025594149908592323,0.01548444079637118,0.01548444079637118,-0.012797074954296161,-0.012797074954296161,-0.00012267099982725058,0.00012267099982725058,0.02583025830258301,0.02583025830258301,0.01845018450184499,0.01845018450184499
