target,strategy,acc_mean,f1_macro_mean,f1_macro_std
6_classes,baseline_stat_only,0.32836956521739125,0.1941827378172646,0.059266049930125866
6_classes,stat_plus_emb_CLEAN,0.3354347826086957,0.15613416560292814,0.05137263254378838
6_classes,stat_plus_emb_RAW_leaky,0.3321014492753623,0.14841106653063568,0.04809120659514994
3_way,baseline_stat_only,0.6214492753623188,0.5138043812146068,0.09327958477483211
3_way,stat_plus_emb_CLEAN,0.6190579710144928,0.445185577976871,0.05396663606865575
3_way,stat_plus_emb_RAW_leaky,0.6198188405797102,0.4465101306605024,0.055278754980225366
complex_worth_m0.01,baseline_stat_only,0.7637681159420289,0.5983440088753839,0.08520230245454755
complex_worth_m0.01,stat_plus_emb_CLEAN,0.7707246376811594,0.5255643973403922,0.09328614312754084
complex_worth_m0.01,stat_plus_emb_RAW_leaky,0.7715942028985506,0.5253543168427636,0.09083801532174379
