rank,strategy,semantic_mode,domain_mode,base_classifiers_considered,datasets_used,n_statistical_features_without_domain_score,target_classes,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,f1_weighted_mean,f1_weighted_std,n_splits
7,stat_plus_tags_plus_domain_label_score_interaction,tags_only,label_score_interaction,"DecisionTree, KNN, LogisticRegression, MLP, Perceptron, SVM",116,63,"DecisionTree, KNN, LogisticRegression, MLP, Perceptron, SVM",0.33659420289855074,0.07100340049425471,0.19150464545201387,0.043508729981300086,0.2872584348442472,0.06378554720140044,5
