max_features,acc_text_random,acc_text_grouped,gain_random,gain_grouped,base_random,base_grouped
20,0.6607487922705314,0.6708924998780071,-0.009057971014492683,-0.013897428390182043,0.6698067632850241,0.6847899282681892
50,0.6865942028985508,0.6752696042551115,0.01678743961352669,-0.009520324013077675,0.6698067632850241,0.6847899282681892
300,0.643840579710145,0.6925340360122968,-0.02596618357487912,0.007744107744107609,0.6698067632850241,0.6847899282681892
